location,Date,Time,pres-ID-001_feed,pres-ID-001_inlet,pres-ID-001_outlet,micro-ID-001_inlet5,micro-ID-001_outlet5,micro-ID-001_inlet1,micro-ID-001_outlet1,HP-ID-001,mem-ID-001_feed,mem-ID-001_waste,flow-ID_001_feed,flow-ID-001_product,flow-ID-001_waste,elect-ID-001_feed,elect-ID-001_product,elect-ID-001_waste,PH-ID-001_feed,PH-ID-001_product,HP-ID-speed-001
"Amsterdam, Netherlands",04/05/2024,14:00:00,14.74823151,NA,4.726111272,7.55398047,5.877793506,6.164629566,7.269188989,8.445271544,39.43784804,37.28920873,168.3317218,79.83756908,135.7327707,31389.42013,618.8083017,99198.6962,17.5650859,7.986028076,10379.48174
"Amsterdam, Netherlands",04/05/2024,15:00:00,12.12182982,NA,8.068698881,10.06203671,4.377169442,5.155008329,5.102703781,5.421208337,90.99013461,29.12242474,197.304365,79.24359437,132.4666268,34876.1167,618.805545,155826.627,25.71276401,8.154736385,3790.696503
"Amsterdam, Netherlands",04/05/2024,16:00:00,13.30182302,NA,5.504431617,5.129555285,5.920211883,8.770029334,4.120080999,8.500231397,33.72626317,33.63609085,297.1623828,112.9793691,236.8439785,35896.3825,520.8387952,87088.97214,15.72893429,7.034435597,4808.990596
"Amsterdam, Netherlands",04/05/2024,17:00:00,13.70192748,NA,13.56490138,7.438735303,5.553953691,5.500870164,4.766168268,4.088134783,57.1535854,52.716417,247.4866633,202.1769078,92.33600939,90455.90479,1569.45379,53520.58287,21.20811916,13.81649153,3482.506207
"Amsterdam, Netherlands",04/05/2024,18:00:00,5.424835283,NA,13.7528491,11.24221637,7.248848764,9.059223774,11.14209413,7.760092927,192.9219431,33.72335989,217.6446881,144.5425354,76.00197661,74337.43942,826.3771366,100846.3055,9.942214368,5.990533051,3284.15305
"Amsterdam, Netherlands",04/05/2024,19:00:00,11.38733353,NA,5.228606698,7.622892364,5.080489821,16.36060583,4.973035865,6.310880391,69.21988378,91.85220007,240.4185942,124.5777268,172.1683268,71283.22898,730.4140961,134164.4351,12.30285874,8.577321367,5412.530683
"Amsterdam, Netherlands",04/05/2024,20:00:00,7.019839715,NA,5.520288295,8.666032167,8.66033864,6.581676614,15.01818533,8.605313132,50.39904085,102.4716759,349.4616534,96.92819628,176.1831326,34965.46534,687.5164152,49157.79507,7.312711646,10.26593332,3776.695118
"Amsterdam, Netherlands",04/05/2024,21:00:00,11.83681624,NA,12.79472554,9.732887084,5.907582459,8.839276448,11.06176552,4.306254034,41.19042686,64.24439042,169.6507933,118.4628188,426.2773936,44210.71328,1490.712639,50782.08093,11.6247574,6.43145208,3642.878224
"Amsterdam, Netherlands",04/05/2024,22:00:00,11.420615,NA,6.05571217,7.298954088,4.854817456,7.151536848,7.718098619,13.27387711,74.66998638,66.99392885,295.7366593,97.07285614,85.04741775,40850.73059,524.0704949,48865.24197,10.77143698,19.28559676,9602.846733
"Amsterdam, Netherlands",04/05/2024,23:00:00,5.763829811,NA,13.86728386,4.706785803,21.09730325,16.6763459,11.175641,5.797097706,37.87124679,40.92717367,479.4987773,297.0715466,146.1497223,42476.95815,523.3801829,55396.66187,14.29750567,14.92939711,5590.77766
"Amsterdam, Netherlands",05/05/2024,0:00:00,7.995611092,NA,5.001291525,5.817787483,5.938687584,10.17863191,4.448608858,7.188142313,100.3539717,74.66098172,292.8900643,109.1232691,271.6559856,30283.06365,580.130021,158749.245,12.3072753,11.90860691,4654.918924
"Amsterdam, Netherlands",05/05/2024,1:00:00,13.88045343,NA,9.499922953,11.16846446,10.19423545,5.875382566,5.23332231,9.254149503,112.9086605,33.76677225,273.492686,126.180149,126.5625263,74052.30892,1490.081392,63509.01677,8.07790394,14.62424524,5586.052316
